-51.22881,-30.02822,0
-51.22901,-30.02785,0
-51.2288,-30.02777,0
-51.22847,-30.02765,0
-51.22844,-30.02765,0
-51.22849,-30.02749,0
-51.22852,-30.02741,0
-51.22854,-30.02735,0
-51.22855,-30.02729,0
-51.22855,-30.02724,0
-51.22854,-30.02722,0
-51.22854,-30.02721,0
-51.22853,-30.02719,0
-51.22853,-30.02718,0
-51.22852,-30.02717,0
-51.22851,-30.02715,0
-51.22849,-30.02714,0
-51.22848,-30.02713,0
-51.22846,-30.02712,0
-51.22845,-30.02711,0
-51.22842,-30.0271,0
-51.22818,-30.02702,0
-51.22753,-30.02685,0
-51.22737,-30.02681,0
-51.22721,-30.02677,0
-51.22709,-30.02673,0
-51.22696,-30.02669,0
-51.22685,-30.02667,0
-51.22651,-30.02657,0
-51.22604,-30.02645,0
-51.22593,-30.02642,0
-51.22589,-30.02638,0
-51.22588,-30.02638,0
-51.22584,-30.02635,0
-51.2249,-30.0259,0
-51.22465,-30.02578,0
-51.2244,-30.02565,0
-51.22354,-30.02525,0
-51.22329,-30.02513,0
-51.22314,-30.02504,0
-51.22298,-30.02494,0
-51.22267,-30.02481,0
-51.22212,-30.02455,0
-51.2221,-30.02452,0
-51.22208,-30.02449,0
-51.22205,-30.02447,0
-51.22201,-30.02444,0
-51.22182,-30.02435,0
-51.22172,-30.02429,0
-51.2212,-30.02408,0
-51.2209,-30.02392,0
-51.2208,-30.02387,0
-51.22075,-30.02385,0
-51.22073,-30.02383,0
-51.22072,-30.02381,0
-51.22071,-30.0238,0
-51.2207,-30.02378,0
-51.22065,-30.0238,0
-51.2206,-30.02381,0
-51.22057,-30.02383,0
-51.22053,-30.02386,0
-51.22051,-30.02387,0
-51.2205,-30.02389,0
-51.22048,-30.02391,0
-51.22047,-30.02394,0
-51.22043,-30.02404,0
-51.22041,-30.02409,0
-51.22035,-30.02426,0
-51.2203,-30.02436,0
-51.22027,-30.02438,0
-51.22016,-30.02446,0
-51.22009,-30.02463,0
-51.22002,-30.0248,0
-51.21997,-30.02494,0
-51.21989,-30.02507,0
-51.21987,-30.02511,0
-51.21979,-30.02525,0
-51.21968,-30.02541,0
-51.21961,-30.0255,0
-51.21959,-30.02553,0
-51.21958,-30.02556,0
-51.21954,-30.02561,0
-51.21951,-30.02565,0
-51.21949,-30.02569,0
-51.21948,-30.02571,0
-51.21948,-30.02573,0
-51.21947,-30.02575,0
-51.21945,-30.02578,0
-51.21945,-30.02579,0
-51.21944,-30.02582,0
-51.21943,-30.02584,0
-51.21942,-30.02586,0
-51.21942,-30.02587,0
-51.21942,-30.0259,0
-51.21941,-30.02594,0
-51.2194,-30.02597,0
-51.2194,-30.02601,0
-51.2194,-30.02603,0
-51.2194,-30.02607,0
-51.2194,-30.02609,0
-51.21942,-30.02616,0
-51.21944,-30.02627,0
-51.21945,-30.02632,0
-51.21948,-30.0264,0
-51.2195,-30.02644,0
-51.21951,-30.02648,0
-51.21952,-30.02649,0
-51.21952,-30.0265,0
-51.21954,-30.02655,0
-51.21957,-30.0266,0
-51.21959,-30.02666,0
-51.2196,-30.02668,0
-51.21963,-30.02674,0
-51.21964,-30.02677,0
-51.21966,-30.02683,0
-51.21967,-30.02685,0
-51.21967,-30.02688,0
-51.21967,-30.02691,0
-51.21968,-30.02695,0
-51.21968,-30.02698,0
-51.21964,-30.02777,0
-51.21964,-30.02785,0
-51.21964,-30.02786,0
-51.21963,-30.02788,0
-51.21963,-30.02794,0
-51.21963,-30.028,0
-51.21964,-30.02808,0
-51.21964,-30.02812,0
-51.21964,-30.02828,0
-51.21963,-30.02843,0
-51.21963,-30.02844,0
-51.21963,-30.0285,0
-51.21962,-30.02857,0
-51.2196,-30.02863,0
-51.21959,-30.02868,0
-51.21956,-30.0288,0
-51.21953,-30.02894,0
-51.21951,-30.02908,0
-51.21946,-30.02923,0
-51.21944,-30.02929,0
-51.21942,-30.02937,0
-51.21935,-30.02968,0
-51.21932,-30.03003,0
-51.21929,-30.03039,0
-51.21926,-30.03054,0
-51.21924,-30.03071,0
-51.21924,-30.03079,0
-51.21925,-30.03084,0
-51.21925,-30.03089,0
-51.21927,-30.03094,0
-51.21928,-30.03098,0
-51.21931,-30.03104,0
-51.21932,-30.03107,0
-51.21935,-30.03111,0
-51.21937,-30.03114,0
-51.21941,-30.03118,0
-51.21944,-30.03121,0
-51.21949,-30.03124,0
-51.21953,-30.03127,0
-51.21965,-30.03133,0
-51.21978,-30.0314,0
-51.21999,-30.03156,0
-51.22004,-30.0316,0
-51.22008,-30.03165,0
-51.22012,-30.03172,0
-51.22021,-30.03182,0
-51.22032,-30.03198,0
-51.22038,-30.03206,0
-51.2205,-30.03223,0
-51.22069,-30.03254,0
-51.22077,-30.03268,0
-51.22079,-30.0327,0
-51.22092,-30.03292,0
-51.22106,-30.03314,0
-51.221,-30.03318,0
-51.22097,-30.0332,0
-51.22096,-30.03322,0
-51.22095,-30.03322,0
-51.22095,-30.03323,0
-51.22095,-30.03325,0
-51.22095,-30.03326,0
-51.22081,-30.03337,0
-51.22075,-30.03338,0
-51.22058,-30.03344,0
-51.22047,-30.03347,0
-51.22043,-30.03349,0
-51.22032,-30.03355,0
